optimizer,epoch,train_loss,train_accuracy,train_f1_score,train_auc,train_loss_std_err,train_accuracy_std_err,train_f1_score_std_err,train_auc_std_err
MILO_LW_adaptive_True,1,0.10003115095670025,96.81083333333333,0.9689312857817788,0.9991694869624057,0.008934993290652836,0.255833333333328,0.0024218777700379945,0.00012989523631673491
MILO_LW_adaptive_True,2,0.09363579803959776,96.91916666666667,0.9699445180632945,0.999240323438487,0.007706300559826192,0.26583333333333314,0.0024921927560149766,0.00012694258404355452
MILO_LW_adaptive_True,3,0.09103845216823199,96.995,0.9706686477860709,0.9992741715309764,0.007790779839778161,0.25,0.002323807646087694,0.00012068923804198216
MILO_LW_adaptive_True,4,0.0886485889250723,97.03083333333333,0.9710477302514746,0.9993055608918309,0.006619655601711322,0.2241666666666617,0.002043963361964052,0.00010836528379620791
MILO_LW_adaptive_True,5,0.08674737452840128,97.09083333333334,0.9716008665520932,0.9993272647909679,0.0068827873808610515,0.2175000000000011,0.001983908257199518,0.00010591438976992329
MILO_LW_adaptive_True,6,0.08573257473356401,97.1225,0.9719157216888874,0.9993416713158494,0.006726781778565297,0.23916666666666228,0.0022085208732030015,0.00010484474857480607
MILO_LW_adaptive_True,7,0.084558109654362,97.16416666666666,0.9723173031468826,0.9993622285764046,0.006625717503453295,0.23083333333332942,0.0021414736596396255,0.00010815530523644588
MILO_LW_adaptive_True,8,0.08398685726231585,97.195,0.9725934522726924,0.9993757106769433,0.006534193218809867,0.23666666666667166,0.0021550315709941144,0.00010671357045488605
MILO_LW_adaptive_True,9,0.0828322640860395,97.22583333333333,0.9728767780798091,0.9993892319110218,0.006568487683503189,0.2508333333333397,0.002298328060049537,0.00011411899210000964
MILO_LW_adaptive_True,10,0.08222561477041357,97.24083333333334,0.9730063147486401,0.9994007994846597,0.006610888695587832,0.24583333333333,0.0022397309347033096,0.00011094181807580483
MILO_LW_adaptive_False,1,2.5504732650438946,29.615000000000002,0.2664856104768898,0.6781727412254035,0.43050552848180135,5.788333333333334,0.047853033017378054,0.04714701886183542
MILO_LW_adaptive_False,2,2.2322165757815045,27.3825,0.23613412499853592,0.6601172268228519,0.4033180129686991,2.8841666666666654,0.03334225462824852,0.024514757793371086
MILO_LW_adaptive_False,3,2.0067793018658957,32.55083333333334,0.29668498111832864,0.698892997184624,0.21968542496363327,5.625833333333334,0.07378399853763318,0.046232156878596053
MILO_LW_adaptive_False,4,1.868443419456482,32.465833333333336,0.29671489030642473,0.698569752269272,0.20062676194508866,5.0825,0.0650087104484806,0.04064408420883642
MILO_LW_adaptive_False,5,2.120311077022553,33.65416666666667,0.30476584954339825,0.7091816406622454,0.421608874352773,2.695833333333334,0.0467306130847277,0.018897917411392795
MILO_LW_adaptive_False,6,2.2333949176470442,35.33416666666667,0.31943331952132525,0.7206992964842523,0.3340256692568462,5.319166666666668,0.0668423164310644,0.03920861013646848
MILO_LW_adaptive_False,7,2.0032731306711833,27.940833333333334,0.23972572785886392,0.6624132358534545,0.1646641230901081,2.897500000000001,0.04153820183920852,0.02642941320370967
MILO_LW_adaptive_False,8,1.90562643810908,28.92666666666667,0.24633761410487842,0.6720380974220251,0.018103690306345618,0.0716666666666672,0.0008338362451510288,0.0009767345862902177
MILO_LW_adaptive_False,9,1.8633845175425212,29.285833333333336,0.2667183936027562,0.6788517961616711,0.03664886182149251,0.9858333333333337,0.005752730014482316,0.0051588914049237045
MILO_LW_adaptive_False,10,1.8881045331319173,38.13666666666667,0.36667845490744455,0.7429584971744937,0.12199333248138422,2.071666666666669,0.020521194873877043,0.015538162065483195
